RxnID,Pathway,fasta_id,smiles,pred_log10[kcat(s^-1)],pred_log10[Km(mM)],pred_log10[kcat/Km(s^-1mM^-1)]
arm_ACOADAGAT1819Z18111Z18111Z,Glycerolipid metabolism,A0A2K3E7S4_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC,-0.116945527,-1.530277252,1.114857674
arm_ACOADAGAT1819Z18111Z18111Z,Glycerolipid metabolism,A0A2K3E7S4_wild,CCCCCC/C=C\CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,-0.139606848,-2.265109062,1.54622817
arm_ACOADAGAT1819Z18111Z18111Z,Glycerolipid metabolism,A8INZ7_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC,-0.41277498,-1.08348763,0.488586962
arm_ACOADAGAT1819Z18111Z18111Z,Glycerolipid metabolism,A8INZ7_wild,CCCCCC/C=C\CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,-0.641332388,-1.850459337,0.998588204
arm_ACOADAGAT1819Z18111Z18111Z,Glycerolipid metabolism,A8IXB2_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC,-0.245370656,-1.283768892,0.872933865
arm_ACOADAGAT1819Z18111Z18111Z,Glycerolipid metabolism,A8IXB2_wild,CCCCCC/C=C\CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,-0.46555081,-2.05525279,1.414631128
arm_ACOADAGAT1819Z18111Z18111Z,Glycerolipid metabolism,A8J110_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC,-0.257274002,-1.239363432,0.747390866
arm_ACOADAGAT1819Z18111Z18111Z,Glycerolipid metabolism,A8J110_wild,CCCCCC/C=C\CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,-0.443384349,-2.027663708,1.336664796
arm_ACOADAGAT1819Z18111Z18111Z,Glycerolipid metabolism,R9YW17_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC,-0.14025566,-1.391858339,0.963616967
arm_ACOADAGAT1819Z18111Z18111Z,Glycerolipid metabolism,R9YW17_wild,CCCCCC/C=C\CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,-0.338522255,-2.278577089,1.511727333
arm_ACOADAGAT1819Z18111Z1819Z,Glycerolipid metabolism,A0A2K3E0F5_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC,-0.848012745,-1.422929168,-0.184397891
arm_ACOADAGAT1819Z18111Z1819Z,Glycerolipid metabolism,A0A2K3E0F5_wild,CCCCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,-0.950058281,-2.188270569,0.229686022
arm_ACOADAGAT1819Z18111Z1819Z,Glycerolipid metabolism,A0A2K3E7S4_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC,-0.116945527,-1.530277252,1.114857674
arm_ACOADAGAT1819Z18111Z1819Z,Glycerolipid metabolism,A0A2K3E7S4_wild,CCCCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,-0.13576813,-2.262068987,1.533686757
arm_ACOADAGAT1819Z18111Z1819Z,Glycerolipid metabolism,A8INZ7_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC,-0.41277498,-1.08348763,0.488586962
arm_ACOADAGAT1819Z18111Z1819Z,Glycerolipid metabolism,A8INZ7_wild,CCCCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,-0.632360101,-1.841377497,0.989084363
arm_ACOADAGAT1819Z18111Z1819Z,Glycerolipid metabolism,A8IXB2_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC,-0.245370656,-1.283768892,0.872933865
arm_ACOADAGAT1819Z18111Z1819Z,Glycerolipid metabolism,A8IXB2_wild,CCCCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,-0.458693653,-2.048892021,1.40261519
arm_ACOADAGAT1819Z18111Z1819Z,Glycerolipid metabolism,A8J110_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC,-0.257274002,-1.239363432,0.747390866
arm_ACOADAGAT1819Z18111Z1819Z,Glycerolipid metabolism,A8J110_wild,CCCCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,-0.430952072,-2.017700195,1.327082753
arm_ACOADAGAT1819Z18111Z1819Z,Glycerolipid metabolism,R9YW17_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC,-0.14025566,-1.391858339,0.963616967
arm_ACOADAGAT1819Z18111Z1819Z,Glycerolipid metabolism,R9YW17_wild,CCCCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,-0.327018589,-2.276785851,1.504701972
arm_ACOADAGAT1819Z18111Z1835Z9Z12Z,Glycerolipid metabolism,A0A2K3E0F5_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC,-0.848012745,-1.422929168,-0.184397891
arm_ACOADAGAT1819Z18111Z1835Z9Z12Z,Glycerolipid metabolism,A0A2K3E0F5_wild,CCCCC/C=C\C/C=C\CC/C=C\CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@H](n2cnc3c(N)ncnc23)[C@H](O)[C@@H]1OP(=O)(O)O,-0.955715775,-1.922716737,0.02490272
arm_ACOADAGAT1819Z18111Z1835Z9Z12Z,Glycerolipid metabolism,A0A2K3E7S4_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC,-0.116945527,-1.530277252,1.114857674
arm_ACOADAGAT1819Z18111Z1835Z9Z12Z,Glycerolipid metabolism,A0A2K3E7S4_wild,CCCCC/C=C\C/C=C\CC/C=C\CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@H](n2cnc3c(N)ncnc23)[C@H](O)[C@@H]1OP(=O)(O)O,-0.166532278,-2.039987803,1.319892406
arm_ACOADAGAT1819Z18111Z1835Z9Z12Z,Glycerolipid metabolism,A8INZ7_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC,-0.41277498,-1.08348763,0.488586962
arm_ACOADAGAT1819Z18111Z1835Z9Z12Z,Glycerolipid metabolism,A8INZ7_wild,CCCCC/C=C\C/C=C\CC/C=C\CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@H](n2cnc3c(N)ncnc23)[C@H](O)[C@@H]1OP(=O)(O)O,-0.685171008,-1.642513633,0.746748149
arm_ACOADAGAT1819Z18111Z1835Z9Z12Z,Glycerolipid metabolism,A8IXB2_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC,-0.245370656,-1.283768892,0.872933865
arm_ACOADAGAT1819Z18111Z1835Z9Z12Z,Glycerolipid metabolism,A8IXB2_wild,CCCCC/C=C\C/C=C\CC/C=C\CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@H](n2cnc3c(N)ncnc23)[C@H](O)[C@@H]1OP(=O)(O)O,-0.512004614,-1.82445085,1.100109339
arm_ACOADAGAT1819Z18111Z1835Z9Z12Z,Glycerolipid metabolism,A8J110_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC,-0.257274002,-1.239363432,0.747390866
arm_ACOADAGAT1819Z18111Z1835Z9Z12Z,Glycerolipid metabolism,A8J110_wild,CCCCC/C=C\C/C=C\CC/C=C\CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@H](n2cnc3c(N)ncnc23)[C@H](O)[C@@H]1OP(=O)(O)O,-0.494826972,-1.828402877,1.064731717
arm_ACOADAGAT1819Z18111Z1835Z9Z12Z,Glycerolipid metabolism,R9YW17_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC,-0.14025566,-1.391858339,0.963616967
arm_ACOADAGAT1819Z18111Z1835Z9Z12Z,Glycerolipid metabolism,R9YW17_wild,CCCCC/C=C\C/C=C\CC/C=C\CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@H](n2cnc3c(N)ncnc23)[C@H](O)[C@@H]1OP(=O)(O)O,-0.402753353,-2.080656528,1.211815
arm_ACOADAGAT1819Z18111Z1845Z9Z12Z15Z,Glycerolipid metabolism,A0A2K3E0F5_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC,-0.848012745,-1.422929168,-0.184397891
arm_ACOADAGAT1819Z18111Z1845Z9Z12Z15Z,Glycerolipid metabolism,A0A2K3E0F5_wild,CC/C=C\C/C=C\C/C=C\CC/C=C\CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@H](n2cnc3c(N)ncnc23)[C@H](O)[C@@H]1OP(=O)(O)O,-0.888253868,-1.786203742,-0.002470529
arm_ACOADAGAT1819Z18111Z1845Z9Z12Z15Z,Glycerolipid metabolism,A0A2K3E7S4_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC,-0.116945527,-1.530277252,1.114857674
arm_ACOADAGAT1819Z18111Z1845Z9Z12Z15Z,Glycerolipid metabolism,A0A2K3E7S4_wild,CC/C=C\C/C=C\C/C=C\CC/C=C\CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@H](n2cnc3c(N)ncnc23)[C@H](O)[C@@H]1OP(=O)(O)O,-0.051184826,-1.908426523,1.324058771
arm_ACOADAGAT1819Z18111Z1845Z9Z12Z15Z,Glycerolipid metabolism,A8INZ7_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC,-0.41277498,-1.08348763,0.488586962
arm_ACOADAGAT1819Z18111Z1845Z9Z12Z15Z,Glycerolipid metabolism,A8INZ7_wild,CC/C=C\C/C=C\C/C=C\CC/C=C\CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@H](n2cnc3c(N)ncnc23)[C@H](O)[C@@H]1OP(=O)(O)O,-0.579727173,-1.496019602,0.74698782
arm_ACOADAGAT1819Z18111Z1845Z9Z12Z15Z,Glycerolipid metabolism,A8IXB2_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC,-0.245370656,-1.283768892,0.872933865
arm_ACOADAGAT1819Z18111Z1845Z9Z12Z15Z,Glycerolipid metabolism,A8IXB2_wild,CC/C=C\C/C=C\C/C=C\CC/C=C\CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@H](n2cnc3c(N)ncnc23)[C@H](O)[C@@H]1OP(=O)(O)O,-0.441274941,-1.678317428,1.086244822
arm_ACOADAGAT1819Z18111Z1845Z9Z12Z15Z,Glycerolipid metabolism,A8J110_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC,-0.257274002,-1.239363432,0.747390866
arm_ACOADAGAT1819Z18111Z1845Z9Z12Z15Z,Glycerolipid metabolism,A8J110_wild,CC/C=C\C/C=C\C/C=C\CC/C=C\CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@H](n2cnc3c(N)ncnc23)[C@H](O)[C@@H]1OP(=O)(O)O,-0.401623815,-1.675989509,1.063006043
arm_ACOADAGAT1819Z18111Z1845Z9Z12Z15Z,Glycerolipid metabolism,R9YW17_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC,-0.14025566,-1.391858339,0.963616967
arm_ACOADAGAT1819Z18111Z1845Z9Z12Z15Z,Glycerolipid metabolism,R9YW17_wild,CC/C=C\C/C=C\C/C=C\CC/C=C\CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@H](n2cnc3c(N)ncnc23)[C@H](O)[C@@H]1OP(=O)(O)O,-0.316542208,-1.931420565,1.206967711
arm_ACOADAGAT1819Z1819Z160,Glycerolipid metabolism,A0A2K3E0F5_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC,-0.841779888,-1.401867509,-0.155131802
arm_ACOADAGAT1819Z1819Z160,Glycerolipid metabolism,A0A2K3E0F5_wild,CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O,-0.95089674,-1.913199186,0.114740014
arm_ACOADAGAT1819Z1819Z160,Glycerolipid metabolism,A0A2K3E7S4_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC,-0.111850165,-1.526998758,1.145325899
arm_ACOADAGAT1819Z1819Z160,Glycerolipid metabolism,A0A2K3E7S4_wild,CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O,-0.132745713,-2.002805471,1.396184325
arm_ACOADAGAT1819Z1819Z160,Glycerolipid metabolism,A8INZ7_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC,-0.399151176,-1.059081197,0.515234709
arm_ACOADAGAT1819Z1819Z160,Glycerolipid metabolism,A8INZ7_wild,CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O,-0.683105588,-1.608872652,0.82840997
arm_ACOADAGAT1819Z1819Z160,Glycerolipid metabolism,A8IXB2_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC,-0.231775835,-1.264286399,0.895719886
arm_ACOADAGAT1819Z1819Z160,Glycerolipid metabolism,A8IXB2_wild,CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O,-0.484507859,-1.763291717,1.202972651
arm_ACOADAGAT1819Z1819Z160,Glycerolipid metabolism,A8J110_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC,-0.246173665,-1.215621114,0.776031733
arm_ACOADAGAT1819Z1819Z160,Glycerolipid metabolism,A8J110_wild,CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O,-0.464399636,-1.762728453,1.144281149
arm_ACOADAGAT1819Z1819Z160,Glycerolipid metabolism,R9YW17_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC,-0.134657875,-1.383265257,0.987733841
arm_ACOADAGAT1819Z1819Z160,Glycerolipid metabolism,R9YW17_wild,CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O,-0.365277857,-1.985770583,1.310820818
arm_ACOADAGAT1819Z1819Z180,Glycerolipid metabolism,A0A2K3E0F5_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC,-0.841779888,-1.401867509,-0.155131802
arm_ACOADAGAT1819Z1819Z180,Glycerolipid metabolism,A0A2K3E0F5_wild,CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,-0.988670468,-2.102882385,0.178239509
arm_ACOADAGAT1819Z1819Z180,Glycerolipid metabolism,A0A2K3E7S4_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC,-0.111850165,-1.526998758,1.145325899
arm_ACOADAGAT1819Z1819Z180,Glycerolipid metabolism,A0A2K3E7S4_wild,CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,-0.181244582,-2.183717728,1.468280315
arm_ACOADAGAT1819Z1819Z180,Glycerolipid metabolism,A8INZ7_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC,-0.399151176,-1.059081197,0.515234709
arm_ACOADAGAT1819Z1819Z180,Glycerolipid metabolism,A8INZ7_wild,CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,-0.679227352,-1.782314897,0.910313606
arm_ACOADAGAT1819Z1819Z180,Glycerolipid metabolism,A8IXB2_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC,-0.231775835,-1.264286399,0.895719886
arm_ACOADAGAT1819Z1819Z180,Glycerolipid metabolism,A8IXB2_wild,CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,-0.506414294,-1.993384361,1.324663281
arm_ACOADAGAT1819Z1819Z180,Glycerolipid metabolism,A8J110_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC,-0.246173665,-1.215621114,0.776031733
arm_ACOADAGAT1819Z1819Z180,Glycerolipid metabolism,A8J110_wild,CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,-0.4894467,-1.954936266,1.246888161
arm_ACOADAGAT1819Z1819Z180,Glycerolipid metabolism,R9YW17_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC,-0.134657875,-1.383265257,0.987733841
arm_ACOADAGAT1819Z1819Z180,Glycerolipid metabolism,R9YW17_wild,CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,-0.383729786,-2.201469183,1.424914002
arm_ACOADAGAT1819Z1819Z18111Z,Glycerolipid metabolism,A0A2K3E0F5_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC,-0.841779888,-1.401867509,-0.155131802
arm_ACOADAGAT1819Z1819Z18111Z,Glycerolipid metabolism,A0A2K3E0F5_wild,CCCCCC/C=C\CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,-0.958792865,-2.186134338,0.244214967
arm_ACOADAGAT1819Z1819Z18111Z,Glycerolipid metabolism,A0A2K3E7S4_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC,-0.111850165,-1.526998758,1.145325899
arm_ACOADAGAT1819Z1819Z18111Z,Glycerolipid metabolism,A0A2K3E7S4_wild,CCCCCC/C=C\CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,-0.139606848,-2.265109062,1.54622817
arm_ACOADAGAT1819Z1819Z18111Z,Glycerolipid metabolism,A8INZ7_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC,-0.399151176,-1.059081197,0.515234709
arm_ACOADAGAT1819Z1819Z18111Z,Glycerolipid metabolism,A8INZ7_wild,CCCCCC/C=C\CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,-0.641332388,-1.850459337,0.998588204
arm_ACOADAGAT1819Z1819Z18111Z,Glycerolipid metabolism,A8IXB2_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC,-0.231775835,-1.264286399,0.895719886
arm_ACOADAGAT1819Z1819Z18111Z,Glycerolipid metabolism,A8IXB2_wild,CCCCCC/C=C\CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,-0.46555081,-2.05525279,1.414631128
arm_ACOADAGAT1819Z1819Z18111Z,Glycerolipid metabolism,A8J110_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC,-0.246173665,-1.215621114,0.776031733
arm_ACOADAGAT1819Z1819Z18111Z,Glycerolipid metabolism,A8J110_wild,CCCCCC/C=C\CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,-0.443384349,-2.027663708,1.336664796
arm_ACOADAGAT1819Z1819Z18111Z,Glycerolipid metabolism,R9YW17_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC,-0.134657875,-1.383265257,0.987733841
arm_ACOADAGAT1819Z1819Z18111Z,Glycerolipid metabolism,R9YW17_wild,CCCCCC/C=C\CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,-0.338522255,-2.278577089,1.511727333
arm_ACOADAGAT1819Z1819Z1819Z,Glycerolipid metabolism,A0A2K3E0F5_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC,-0.841779888,-1.401867509,-0.155131802
